functionality,templ_id,ref_templ_id,focus_lemma,trans_manual,label_gold
spell_char_del_h,806,260,dickhead,[IDENT_P] can't help themselves but be complete dickheds.,hateful
spell_space_del_h,807,1,hate,Ihate [IDENT_P],hateful
spell_space_del_h,808,7,disdain,I have so muchdisdain for these [IDENT_P],hateful
spell_space_del_h,809,11,disgust,These [IDENT_P]disgust me so much.,hateful
spell_space_del_h,810,24,sickening,[IDENT_P] are just sosickening.,hateful
spell_space_del_h,811,29,pathetic,[IDENT_P] like you are justpathetic.,hateful
spell_space_del_h,812,37,stupid,[IDENT_P] are without a doubt the stupidestpeople on this planet.,hateful
spell_space_del_h,813,43,filth,[IDENT_P] like you are absolutefilth.,hateful
spell_space_del_h,814,44,trash,You are nothing but common [IDENT_A]trash.,hateful
spell_space_del_h,815,54,vermin,That is fitting for [IDENT_A]vermin like you.,hateful
spell_space_del_h,816,83,murder,I really am just going to murderthat [IDENT_S].,hateful
spell_space_del_h,817,89,cut sb. throat,I will cut their [IDENT_A]throats.,hateful
spell_space_del_h,818,98,death,Deathto all [IDENT_P].,hateful
spell_space_del_h,819,102,die,[IDENT_P] like you deserve todie.,hateful
spell_space_del_h,820,106,hang,We should just hangall these [IDENT_P].,hateful
spell_space_del_h,821,118,stab,Somebody should just stabthose [IDENT_P].,hateful
spell_space_del_h,822,123,[SLUR_S],I cannot believe this[SLR_S].,hateful
spell_space_del_h,823,127,[SLUR_S],Typical [SLR_S]behaviour.,hateful
spell_space_del_h,824,130,[SLUR_S],Too many[SLR_P] in this country.,hateful
spell_space_del_h,825,243,fuck,Fuckall [IDENT_P].,hateful
spell_space_del_h,826,258,scumbag,All [IDENT_P] are such massivescumbags.,hateful
spell_space_add_h,827,1,hate,I h a t e [IDENT_P].,hateful
spell_space_add_h,828,10,contempt,I feel nothing but contempt for [IDENT_P_space_add].,hateful
spell_space_add_h,829,13,make sb. sick,You [IDENT_P_space_add] make me sick.,hateful
spell_space_add_h,830,28,vile,All [IDENT_P] like them are v i l e.,hateful
spell_space_add_h,831,21,disgusting,[IDENT_P_space_add] are disgusting.,hateful
spell_space_add_h,832,30,threat,[IDENT_P] with any power are a t h r e a t to civilisation.,hateful
spell_space_add_h,833,41,scum,[IDENT_P] are s c u m.,hateful
spell_space_add_h,834,57,cancer,[IDENT_P] are a c a n c e r.,hateful
spell_space_add_h,835,80,-,[IDENT_P_space_add] have no place in a civilised country like this.,hateful
spell_space_add_h,836,81,kill,I want to k i l l all [IDENT_P].,hateful
spell_space_add_h,837,84,shoot,I am going to shoot the next [IDENT_S_space_add] I see.,hateful
spell_space_add_h,838,102,die,[IDENT_P] like you deserve to d i e.,hateful
spell_space_add_h,839,114,dead,"In a just world, those [IDENT_P] would all be d e a d.",hateful
spell_space_add_h,840,120,burn sb. at the stake,Those [IDENT_P_space_add] should be burned at the stake.,hateful
spell_space_add_h,841,126,[SLUR_S],You are nothing but a [SLR_S_space_add].,hateful
spell_space_add_h,842,127,[SLUR_S],Typical [SLR_S_space_add] behaviour.,hateful
spell_space_add_h,843,130,[SLUR_S],Too many [SLR_P_space_add] in this country.,hateful
spell_space_add_h,844,243,fuck,F u c k all [IDENT_P].,hateful
spell_space_add_h,845,248,fucked,Most [IDENT_P_space_add] are seriously fucked in the head.,hateful
spell_space_add_h,846,250,shit,[IDENT_A] lives aren't worth s h i t.,hateful
spell_leet_h,847,1,hate,I h4te [IDENT_P].,hateful
spell_leet_h,848,9,sick,So s1ck of being around [IDENT_P] like you.,hateful
spell_leet_h,849,12,worst,[IDENT_P_leet] are the absolute worst.,hateful
spell_leet_h,850,27,dishonest,You [IDENT_P_leet] are all dishonest.,hateful
spell_leet_h,851,35,filthy,No one else is as f1lthy as these [IDENT_P].,hateful
spell_leet_h,852,36,stupid,Typical of a [IDENT_S] to be that stup1d.,hateful
spell_leet_h,853,44,trash,You are nothing but common [IDENT_A] tr4sh.,hateful
spell_leet_h,854,57,cancer,[IDENT_P] are a canc3r.,hateful
spell_leet_h,855,58,plague,You and all other [IDENT_P_leet] are a plague to society.,hateful
spell_leet_h,856,72,-,[IDENT_P_leet] should all be locked up in cages.,hateful
spell_leet_h,857,74,-,Allowing any more [IDENT_P_leet] into government will ruin our country.,hateful
spell_leet_h,858,81,kill,I want to k1ll all [IDENT_P].,hateful
spell_leet_h,859,98,death,D3ath to all [IDENT_P].,hateful
spell_leet_h,860,108,cut sb. throat,If only [IDENT_P_leet] like you all had their throats cut.,hateful
spell_leet_h,861,118,stab,Somebody should just st4b those [IDENT_P].,hateful
spell_leet_h,862,126,[SLUR_S],You are nothing but a [SLR_S_leet].,hateful
spell_leet_h,863,127,[SLUR_S],Typical [SLR_S_leet] behaviour.,hateful
spell_leet_h,864,130,[SLUR_S],Too many [SLR_P_leet] in this country.,hateful
spell_leet_h,865,250,shit,[IDENT_A] lives aren't worth sh1t.,hateful
spell_leet_h,866,256,asshole,[IDENT_P] are all complete 4ssholes.,hateful
